Subcoronary Ross/Ross-Konno operation in children and young adults: initial single-centre experience.  ;OBJECTIVES: We sought to evaluate the outcome after modified subcoronary Ross/Ross-Konno operation in children and young adults. METHODS: Between January 2013 and January 2019, a total of 50 patients with median age of 6.3 years (range 0.02-36.5 years, 58% males), including 10 infants (20%), received modified subcoronary Ross/Ross-Konno operation at our institution. Survival, morbidity, reinterventions, aortic valve function and aortic root dimensions were analysed. RESULTS: At a median follow-up of 31.2 months (range 14.4-51 months), there were 1 early death and 1 late death, both in the infant group. The overall survival at 5 years after the operation was 95%. Two patients needed aortic valve replacement, 11 and 15 months after their Ross operation. At 5 years, freedoms from reoperation on the autograft and on the right ventricle to pulmonary artery conduit were 94% and 97%, respectively. Freedom from aortic valve regurgitation greater than mild was 97% at 5 years. Median dimensions of the aortic root at all levels remained in normal range at last visit. Forty-four patients (95%) were in New York Heart Association class I with normal left ventricular function. CONCLUSIONS: The initial experience with the subcoronary Ross/Ross-Konno operation in children and young adults showed excellent outcome. The mortality and morbidity among infants remain significant. The described technique is reproducible and might be advantageous in situations when prosthetic supporting techniques interfere with somatic growth.  
Final 5-year outcomes following aortic valve replacement with a RESILIA™ tissue bioprosthesis.  ;OBJECTIVES: Long-term durability of bioprosthetic valves is predominantly limited by structural valve deterioration. RESILIA™ tissue has exhibited reduced calcification in pre-clinical and early clinical studies. This study evaluated the 5-year clinical and haemodynamic outcomes of an aortic valve with this tissue. METHODS: This was a prospective, non-randomized, single-arm study of 133 patients implanted with a RESILIA aortic bioprosthesis between July 2011 and February 2013 at 2 sites in Poland. Clinical outcomes and haemodynamic performance were assessed annually for 5 years post-implant. Safety events were adjudicated by a Clinical Events Committee and echocardiographic data were assessed by an independent core laboratory. RESULTS: Mean patient age was 65.3 ± 13.5 years, with 34 patients (25.6%) ≤60. The mean follow-up was 4.2 ± 1.5 years. Early (≤30 days) and late (>30 days) all-cause mortality were 2.3% (N = 3) and 3.2%/late patients-years (N = 18) respectively. Early events included thromboembolism in 3 patients (2.3%). Late valve-related events included endocarditis in 1 patient, which led to explant, and valve thrombosis in another patient. There were no events of structural valve deterioration throughout the study. At 5 years, mean gradient was 14.8 ± 7.6 mmHg and effective orifice area was 1.4 ± 0.5 cm2, a marked improvement over baseline values. All New York Heart Association class III patients and most class II patients at baseline had improved classifications at 5 years. CONCLUSIONS: The bioprosthesis with RESILIA tissue demonstrated a good safety profile with excellent haemodynamic performance over 5 years of follow-up. These encouraging outcomes warrant additional investigation of this novel tissue. CLINICAL TRIAL REGISTRATION NUMBER: NCT01651052.  
[The expression level of cytokine genes in the cases of native heart valves in infectious endocarditis].  ;"The expression level of IL1B, IL6, IL8, IL10, IL12A, IL12B, IL18, IL23, IL33, CCL2, and IL1RL1 has been investigated using biopsies of native mitral, aortic, and tricuspid valves obtained during surgical correction of acquired defect from 25 patients with infectious endocarditis. Biopsies of native mitral and aortic valve cusps from 12 patients who underwent surgical correction of acquired heart disease of non-infectious etiology were used as control. We used quantitative PCR with fluorescent dye SYBR Green for determination of the cytokine gene expression level. This study revealed that genes could be subdivided into three groups: (i) genes with increased expression (IL1B, IL6, and IL8); (ii) genes with reduced expression (IL33 and IL1RL1); (iii) genes with unchanged expression (IL12A, IL18, IL23, and CCL2). The IL8 gene expression was characterized by the most pronounced increase (9.83 times versus control), while the IL1RL1 gene demonstrated the most pronounced decrease in its expression (4.17 times). Expression of IL10 and IL12B genes was negligible in all samples.  "
Assessment of D-Shaped Annulus of Mitral Valve in Patients with Severe MR Using Semi-Automated 4-Dimensional Analysis: Implications for Transcatheter Interventions.  ;The development of transcatheter mitral valve replacement therapies requires accurate post-processing analysis tools to provide D-shaped mitral annulus dimensions from 3-dimensional (3D) data. The agreement between two semi-automated, software packages to process 3D transesophageal echocardiography (TEE) data for the measurement of the mitral valve annulus dimensions was evaluated. 3DTEE data of patients with moderate-severe mitral regurgitation (MR) were postprocessed with semi-automated, vendor-independent (VI) software and vendor-specific (VS) software. Both post-processing software provided key measurements for the selection of transcatheter valve prosthesis size: annulus area, annulus circumference and the septal-to-lateral distance of the annulus. The intertrigonal distance was provided only by the VS software. The inter- and intra-observer agreements were assessed with Bland-Altman analysis. Of 105 patients (63.8 ± 11 years, 66% male) with MR, 28 had secondary MR, 45 fibroelastic deficiency, and 32 Barlow's disease. Using VS software, the dimensions for the overall population were 16.1 ± 4.6 cm2 for annulus area, for circumference 14.4 ± 1.9 cm, intertrigonal distance 3.4 ± 0.5 cm and septal-to-lateral distance 3.8 ± 0.6 cm. Similar dimensions were obtained using VI software: 15.7 ± 4.6 cm2 for annulus area, 14.5 ± 2.0 cm for circumference, and 4.1 ± 0.6 cm for septal-to-lateral distance. The inter- and intra-observer agreement for both software programs was excellent. In conclusion, current post-processing software programs for 3DTEE data of the mitral valve annulus provide good reproducibility of key measurements to select the transcatheter prosthesis size.  
Determinants of clinical outcomes of surgery for isolated severe tricuspid regurgitation.  ;"OBJECTIVES: Although the incidence of patients with isolated tricuspid regurgitation (TR) is increasing, data regarding the clinical outcomes of isolated TR surgery are limited. This study sought to investigate the prognostic implications according to procedural types, and to identify preoperative predictors of clinical outcomes after isolated TR surgery. METHODS: Among consecutive 2610 patients receiving tricuspid valve (TV) procedure, we analysed 238 patients (age, 59.6 years; 143 females) who underwent stand-alone TV surgery (repair, 132; replacement, 106) for severe TR. Primary outcome was the composite of all-cause mortality and heart transplantation. Clinical outcomes between the repair and the replacement groups were compared after adjusting with the inverse probability of treatment weighting (IPTW) method. RESULTS: During follow-up (median, 4.1 years), 53 patients died and 4 received heart transplantation. Multivariable analysis revealed that age (p=0.001), haemoglobin level (p=0.003), total bilirubin (p=0.040), TR jet area (p=0.005) and right atrial (RA) pressure (p=0.022) were independent predictors of the primary outcome. After IPTW adjustment, there were no significant intergroup differences in the risk of primary outcome (HR 1.01; 95% CI 0.55 to 1.87). In the subgroup analysis, tricuspid annular diameter was identified as a significant effect modifier (p=0.012) in the comparison between repair versus replacement, showing a trend favouring replacement in patients with annular diameter >44 mm. CONCLUSIONS: The outcomes of stand-alone severe TR surgery were independently associated with the severity of TR and RA pressure. In selected patients with severe annular dilation >44 mm, replacement may become a feasible option.  "
Valve-sparing aortic root surgery in children and adults with congenital heart disease.  ;DOI: 10.1016/j.jtcvs.2020.08.116 PMID: 33139062  
Assessment of right ventricular systolic function by tissue motion annular displacement in healthy dogs.  ;"INTRODUCTION/OBJECTIVES: There are few parameters for assessment of right ventricular (RV) systolic function on echocardiographic examination. Morphofunctional studies are limited by the irregular shape of the RV. Recently, tissue motion annular displacement (TMAD), a technique that evaluates valve annulus displacement toward the cardiac apex, has shown a good correlation with left ventricular global longitudinal strain (GLS) in healthy dogs. Therefore, the aim of this study was to evaluate the longitudinal systolic function of the RV of healthy dogs using TMAD. ANIMALS: A hundred healthy client-owned dogs. MATERIALS AND METHODS: Cross-sectional study. Physical examination, electrocardiogram, blood pressure measurement, and echocardiography were recorded. The systolic function of the RV was evaluated by GLS free wall and TMAD. Data were compared with those derived from conventional echocardiography. RESULTS: TMAD values varied according to body weight. There was a correlation of TMAD in millimeters with all indices of RV systolic function, including GLS free wall (R:-0.239; p:0.017). TMAD had a correlation with age and heart rate; whereas there was no relationship with sex and blood pressure. The coefficient of variation for the intraobserver evaluation was lower for the TMAD in millimeters (9.9%) compared with the GLS free wall (17.9%). In addition, the mean time to perform TMAD (8.1 s) was lower than that of the GLS free wall (37.7 s). CONCLUSIONS: TMAD is a fast, reproducible, and promising method for assessing RV systolic function in healthy dogs. However, further studies are needed to understand the applicability of this technique in patients with heart disease.  "
The progression rate of aortic stenosis: key to tailoring the management and potential target for treatment.  ;: Aortic stenosis is the most frequent valvular disease to require intervention in the western world and has always been featured as a progressive disease. The rate of progression can be assessed by carefully performed Doppler echocardiography and can vary greatly between individuals with a profound impact on prognosis. Unfortunately, the determinants of disease progression had been insufficiently studied and remain challenging to define, particularly in the outpatient setting. Multiple factors have been proposed and tested, but at present, there are no proven therapies to slow the course of the stenotic process. Heart valve clinics may be particularly important to define the progression rate and tailor follow-up and management at an individual level. This review enlightens knowledge and gaps regarding the progression-rate of aortic valve stenosis, from the historical perspective to the molecular one.  
Overestimation of Stroke Risk in Rheumatic Mitral Stenosis and the Implications for Oral Anticoagulation.  ;DOI: 10.1161/CIRCULATIONAHA.120.050347 PMID: 33136507  
Tricuspid valve diseases: Interventions on the forgotten heart valve.  ;"Over the past few decades, the tricuspid valve (TV) interventions have been relatively lower compared to other cardiac valvular disease in terms of pathophysiology and management, especially regarding surgical intervention and therapy. However, recent crucial advances in assessment and management of the TV disease have resulted in a renewed interest in the ""forgotten valve."" The medical treatment aims to cure the underlying disease and address the presentation of the right heart failure. Surgical interventions have proven to yield good outcomes for those for whom surgery is indicated. For those who are not suitable for surgery, transcatheter surgery may prove to be a suitable replacement. Best practice with regard to surgical techniques is still in question due to limited data. This has been slowing the introduction of transcatheter interventions into common practical guidelines. The aim of this literature review is to discuss new insights on the pathophysiology, diagnosis, and interventions of TV disease, highlighting the surgical management and emerging transcatheter therapies. In addition, this review will provide an overview of the current state of the literature surrounding TV interventions and providing suggestions for future directives.  "
Transcatheter aortic valve implantation versus surgical aortic valve replacement during the COVID-19 pandemic-Current practice and concerns.  ;COVID-19 has had a dramatic impact on the provision of healthcare. COVID-19 can manifest with cardiac and thrombotic presentations. Additionally, patients with cardiovascular comorbidities are at an increased risk of adverse outcomes related to COVID-19 infection. This in turn has led to a significant reduction in the provision of cardiac surgery with alternative management options utilized to address patients with significant disease. In terms of aortic valve disease, transcatheter aortic valve implantation (TAVI) provides advantages over surgical aortic valve replacement in with a lower burden on healthcare resources. COVID-19 also resulted in changes in management strategies and as such TAVI is now being considered in younger- and low-risk patients. However, long term data with regard to TAVI is still unknown, and the use in patient groups that have been excluded in the large pivotal studies that established TAVI as an alternative to surgery has raised specific concerns in the use of TAVI as the preferred treatment choice. With the long term ramification unknown, it is essential that decisions are made with caution.  
Embolized mechanical aortic valve leaflet causing infrarenal aortic stenosis and claudication.  ;Leaflet escape from mechanical heart valves is a rare but potentially fatal complication of prosthetic valve replacement. Historically, the incompetent valve is replaced emergently and the escaped leaflet is subsequently retrieved from its settlement in a distal vessel. If it is not retrieved, the fragment can increase the risk of infection, thrombosis, and migration. We report a case of a mechanical aortic valve leaflet that embolized during valve reoperation and caused occlusive aortic disease found 2 years later. This case emphasizes the importance of locating leaflet fragments after they are noticed missing.  
Candida parapsilosis endocarditis. Report of cases and review of the literature.  ;INTRODUCTION: Infective endocarditis (IE) due to Candida species is a rare disease representing about 1-2% of all IE cases and carries a high mortality rate. Given the rarity of the disease, there are no clear guidelines on the type and duration of antifungal therapy. Thus, long-term or even life-long antifungal treatment is commonly used. CASE REPORT: We report two patients with prosthetic valve C. parapsilosis IE and persistent candidemia that failed conservative treatment and ultimately developed heart failure. They underwent prosthetic valve replacement and prolonged antifungal treatment with favorable outcome. DISCUSSION: Candida IE commonly occurs in the setting of underlying malignancy, chronic liver disease, previous endocarditis, previous antimicrobial exposure, previous abdominal surgery, intravenous drug use, presence of a central venous catheter, and previous cardiac surgery. Both present patients had undergone a cardiac surgery and had a prosthetic heart valve, while one patient had an underlying autoimmune disease that could be associated with higher risk of IE. In both patients transthoracic ultrasound failed to diagnose IE. In our patients, conservative treatment alone was not enough to control the infection, thus, both patients underwent valve replacement and were subsequently treated with antifungals for 6 weeks. Furthermore, both patients were put on long-term antifungal suppression treatment. CONCLUSIONS: Given the absence of controlled randomized trials, the treatment of Candida endocarditis mostly relies on experts' opinion, and, thus, future studies focusing on the type and duration of antifungal treatment are required.  
A Blast From the Past: Radiation Therapy During Childhood Causing Cardiac Fibrosis and Calcification Leading to Complete Heart Block.  ;"Complete heart block (CHB) in a young patient is a rare phenomenon necessitating an extensive workup to identify the etiology of conduction disturbance. Radiotherapy of the thorax is a known risk factor for cardiomyopathy; however, CHB is a rare complication. Here we present a case of a 46-year-old man who presented with CHB and was found to have significant cardiac fibrosis and calcification of the mitral valve annulus. His management required a multidisciplinary and multimodality approach to be able to identify childhood radiation as the cause of cardiomyopathy and establish a personalized management strategy with cardiac resynchronization therapy defibrillator. This case highlights radiation therapy as an important cause of cardiac conduction abnormalities even decades later, and the importance of extensive search for other reversible etiologies using the multimodality approach.  "
Giant right atrium: a long-term complication of rheumatic heart disease.  ;Giant right atrium (RA) is a rare entity often seen during childhood due to congenital anomalies. Limited literature has reported such finding in patients with rheumatic valvular heart disease. Here we present a case of a 68-year-old female with a history of rheumatic valve disease treated with a Starr Edwards mechanical ball-in-cage mitral valve replacement and tricuspid valve annuloplasty ring procedures. The patient developed heart failure and had multiple hospital admissions over three decades for heart failure exacerbations mostly triggered by medication and dietary non-compliance. She eventually developed a giant RA that filled most of her thorax. This case demonstrates an extreme form of cardiac remodeling caused by long-term rheumatic valvular heart disease.  
The Role of National Registries in Improving Quality of Care and Outcomes for Cardiovascular Disease.  ;Cardiovascular registries play an integral role in providing real-world data on a number of cardiovascular conditions and allowing measurement of quality metrics across a large cohort of patients. Over the past 35 years, the number of cardiovascular registries has skyrocketed, and their use will only continue to grow as data on novel procedures and devices will need to be collected and analyzed. The American College of Cardiology and Society of Thoracic Surgeons Transcatheter Valve Therapy Registry is just one example of a modern registry that plays a crucial role in collecting data on patients undergoing transcatheter valvular procedures. Through public reporting registries, data can be shared on a hospital and provider level for many quality performance measures. There remains much work to be done on allowing automated data extraction from the electronic medical record directly into registries. No matter how sophisticated and complete a registry is, it can never overcome the problem of treatment selection bias that is inherent in observational data. This review discusses the growth, benefits, and limitations of national registries and their role in developing evidence for best clinical practice, measuring outcomes, providing feedback to clinicians, and improving quality of care.  
